"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"22","mallorca","2020-09-19",255161,"Fornalutx",39.81619,2.74088,"Castle","Entire home/apt",15,7,15,"$650.00",3,365,0,650,19500
"23","mallorca","2020-09-19",257206,"Banyalbufar",39.68769,2.51105,"Private room in villa","Private room",3,1,2,"$50.00",1,365,28,48,96
"24","mallorca","2020-09-19",260247,"Palma de Mallorca",39.53815,2.71136,"Entire apartment","Entire home/apt",3,2,2,"$89.00",3,1125,28,89,178
"25","mallorca","2020-09-19",268350,"Selva",39.7725,2.89919,"Entire house","Entire home/apt",4,2,3,"$85.00",6,20,30,NA,0
"26","mallorca","2020-09-19",277300,"Calvià",39.51277,2.53583,"Entire apartment","Entire home/apt",4,2,2,"$36.00",7,365,0,36,1080
"27","mallorca","2020-09-19",286091,"Artà",39.69405,3.35178,"Entire house","Entire home/apt",6,3,4,"$88.00",4,30,29,85,85
"28","mallorca","2020-09-19",291211,"Santa Margalida",39.76451,3.15622,"Entire townhouse","Entire home/apt",6,3,5,"$115.00",3,1125,30,NA,0
"29","mallorca","2020-09-19",321351,"Manacor",39.5334,3.28925,"Entire apartment","Entire home/apt",4,2,4,"$100.00",30,300,29,100,100
"30","mallorca","2020-09-19",323164,"Palma de Mallorca",39.57382,2.64383,"Private room in guest suite","Private room",2,1,1,"$39.00",5,365,25,45,225
"31","mallorca","2020-09-19",324256,"Campos",39.40286,3.02221,"Entire house","Entire home/apt",8,4,5,"$360.00",7,1125,1,415.862068965517,12060
"32","mallorca","2020-09-19",327107,"Llucmajor",39.38224,2.93686,"Entire apartment","Entire home/apt",2,1,1,"$100.00",7,1125,27,100,300
"33","mallorca","2020-09-19",328541,"Palma de Mallorca",39.58069,2.66411,"Entire house","Entire home/apt",2,1,1,"$102.00",3,1125,19,109,1199
"34","mallorca","2020-09-19",335672,"Alcúdia",39.84053,3.15564,"Entire house","Entire home/apt",2,1,1,"$80.00",5,1125,30,NA,0
"35","mallorca","2020-09-19",337083,"Palma de Mallorca",39.53608,2.71846,"Entire condominium","Entire home/apt",5,2,3,"$120.00",15,120,29,120,120
"36","mallorca","2020-09-19",338838,"Artà",39.69143,3.34856,"Entire villa","Entire home/apt",10,4,5,"$126.00",4,330,25,144,720
"37","mallorca","2020-09-19",339768,"Artà",39.69231,3.34819,"Entire apartment","Entire home/apt",5,2,3,"$80.00",3,1125,8,91.6363636363636,2016
"38","mallorca","2020-09-19",341274,"Palma de Mallorca",39.57244,2.64966,"Room in boutique hotel","Hotel room",2,1,1,"$150.00",5,15,0,160.533333333333,4816
"39","mallorca","2020-09-19",343193,"Santa Margalida",39.71282,3.14935,"Entire cottage","Entire home/apt",6,3,6,"$157.00",5,1125,0,143.7,4311
"40","mallorca","2020-09-19",351320,"Alcúdia",39.83806,3.11979,"Entire apartment","Entire home/apt",4,1,2,"$78.00",6,28,0,81.1666666666667,2435
"41","mallorca","2020-09-19",374120,"Esporles",39.65295,2.62476,"Entire villa","Entire home/apt",4,2,3,"$171.00",4,330,18,182.833333333333,2194
"42","mallorca","2020-09-19",380469,"Calvià",39.53187,2.56503,"Private room","Private room",1,1,1,"$80.00",1,1125,0,80,2400
"43","mallorca","2020-09-19",382753,"Esporles",39.67853,2.58276,"Entire villa","Entire home/apt",9,3,7,"$346.00",5,370,1,343.103448275862,9950
"44","mallorca","2020-09-19",393387,"Sineu",39.6445,3.01063,"Entire house","Entire home/apt",6,3,5,"$135.00",5,1125,30,NA,0
"45","mallorca","2020-09-19",396659,"Pollença",39.88845,3.07692,"Entire apartment","Entire home/apt",4,2,3,"$115.00",3,1125,30,NA,0
"46","mallorca","2020-09-19",398543,"Lloseta",39.71996,2.87057,"Private room in apartment","Private room",4,2,2,"$100.00",5,1125,30,NA,0
"47","mallorca","2020-09-19",399804,"Palma de Mallorca",39.64981,2.69139,"Entire house","Entire home/apt",2,1,1,"$70.00",4,30,0,66.6666666666667,2000
"48","mallorca","2020-09-19",416622,"Palma de Mallorca",39.57244,2.64966,"Room in boutique hotel","Hotel room",4,2,2,"$126.00",4,15,0,117.233333333333,3517
"49","mallorca","2020-09-19",417879,"Santa Margalida",39.75987,3.16847,"Entire apartment","Entire home/apt",6,3,0,"$144.00",7,1125,30,NA,0
"50","mallorca","2020-09-19",421828,"Marratxí",39.63187,2.73071,"Entire house","Entire home/apt",8,4,6,"$250.00",5,180,30,NA,0
"51","mallorca","2020-09-19",429794,"Santanyí",39.37666,3.23392,"Entire villa","Entire home/apt",12,5,7,"$485.00",7,31,28,485,970
"52","mallorca","2020-09-19",430192,"Felanitx",39.42621,3.26594,"Entire house","Entire home/apt",5,3,4,"$80.00",5,200,27,93,279
"53","mallorca","2020-09-19",432076,"Palma de Mallorca",39.63395,2.61065,"Entire house","Entire home/apt",4,2,2,"$150.00",2,240,0,150,4500
"54","mallorca","2020-09-19",432183,"Palma de Mallorca",39.63542,2.61116,"Private room in house","Private room",2,1,5,"$78.00",2,1125,1,78,2262
"55","mallorca","2020-09-19",440338,"Llubí",39.70457,3.05752,"Entire guesthouse","Entire home/apt",4,NA,2,"$93.00",3,30,30,NA,0
"56","mallorca","2020-09-19",441723,"Esporles",39.67029,2.57596,"Entire townhouse","Entire home/apt",3,1,1,"$69.00",3,21,28,69,138
"57","mallorca","2020-09-19",441930,"Muro",39.80108,3.11801,"Entire townhouse","Entire home/apt",8,4,6,"$185.00",7,60,30,NA,0
"58","mallorca","2020-09-19",441953,"Palma de Mallorca",39.57425,2.63955,"Entire apartment","Entire home/apt",8,3,5,"$99.00",2,1124,30,NA,0
"59","mallorca","2020-09-19",444577,"Santa Margalida",39.72891,3.11884,"Entire cottage","Entire home/apt",8,4,10,"$170.00",7,1125,27,170,510
"60","mallorca","2020-09-19",444745,"Palma de Mallorca",39.56748,2.65556,"Entire apartment","Entire home/apt",4,2,3,"$500.00",360,1800,30,NA,0
"61","mallorca","2020-09-19",446863,"Lloret de Vistalegre",39.60952,2.97454,"Entire house","Entire home/apt",4,2,2,"$140.00",5,1125,30,NA,0
"62","mallorca","2020-09-19",450379,"Palma de Mallorca",39.56989,2.77623,"Entire chalet","Entire home/apt",12,6,9,"$400.00",7,30,23,400,2800
"63","mallorca","2020-09-19",451602,"Ariany",39.6538,3.13713,"Entire villa","Entire home/apt",6,3,5,"$160.00",7,30,14,160,2560
"64","mallorca","2020-09-19",452268,"Palma de Mallorca",39.6359,2.60971,"Entire cottage","Entire home/apt",8,4,4,"$479.00",3,1125,30,NA,0
"65","mallorca","2020-09-19",453077,"Campanet",39.77664,2.97022,"Private room in apartment","Private room",2,1,1,"$42.00",2,1125,24,42,252
"66","mallorca","2020-09-19",453182,"Capdepera",39.70379,3.44792,"Entire townhouse","Entire home/apt",8,3,5,"$110.00",1,1125,29,106,106
"67","mallorca","2020-09-19",454821,"Capdepera",39.70281,3.44288,"Entire townhouse","Entire home/apt",6,3,4,"$97.00",4,330,29,95,95
"68","mallorca","2020-09-19",465409,"Selva",39.75293,2.89963,"Entire house","Entire home/apt",8,4,7,"$217.00",3,1125,21,221.111111111111,1990
"69","mallorca","2020-09-19",467037,"Santa Margalida",39.7134,3.10166,"Entire cottage","Entire home/apt",6,3,5,"$173.00",3,28,29,190,190
"70","mallorca","2020-09-19",471384,"Puigpunyent",39.61129,2.5032,"Entire house","Entire home/apt",6,3,4,"$100.00",7,60,0,100,3000
"71","mallorca","2020-09-19",478923,"Campos",39.36822,2.93712,"Entire house","Entire home/apt",10,5,7,"$208.00",4,90,25,208,1040
"72","mallorca","2020-09-19",480839,"Binissalem",39.69212,2.84429,"Entire apartment","Entire home/apt",2,1,1,"$65.00",3,1125,29,65,65
"73","mallorca","2020-09-19",483025,"Llucmajor",39.49611,2.85167,"Entire cottage","Entire home/apt",8,2,5,"$68.43",3,60,2,83.7142857142857,2344
"74","mallorca","2020-09-19",489119,"Pollença",39.91929,3.05607,"Entire apartment","Entire home/apt",2,1,2,"$75.00",5,1125,30,NA,0
"75","mallorca","2020-09-19",489666,"Pollença",39.87033,3.03362,"Entire villa","Entire home/apt",7,3,5,"$251.00",5,60,28,260,520
"76","mallorca","2020-09-19",493832,"Sant Llorenç des Cardassar",39.57508,3.37429,"Entire chalet","Entire home/apt",8,3,4,"$200.00",6,30,30,NA,0
"77","mallorca","2020-09-19",495837,"Calvià",39.58257,2.46826,"Entire apartment","Entire home/apt",6,2,3,"$164.00",3,15,28,200,400
"78","mallorca","2020-09-19",503253,"Valldemossa",39.70212,2.63016,"Entire cottage","Entire home/apt",6,3,4,"$250.00",5,21,0,198,5940
"79","mallorca","2020-09-19",503275,"Pollença",39.89863,3.07519,"Entire apartment","Entire home/apt",6,3,5,"$125.00",3,1125,29,125,125
"80","mallorca","2020-09-19",503803,"Palma de Mallorca",39.56787,2.65381,"Entire apartment","Entire home/apt",2,1,1,"$90.00",3,1125,0,94.6666666666667,2840
"81","mallorca","2020-09-19",503914,"Muro",39.76455,3.08668,"Private room in apartment","Private room",2,1,2,"$180.00",1,1125,30,NA,0
"82","mallorca","2020-09-19",511420,"Alcúdia",39.86466,3.13845,"Entire house","Entire home/apt",10,5,8,"$300.00",7,60,30,NA,0
"83","mallorca","2020-09-19",514072,"Palma de Mallorca",39.57965,2.61531,"Entire loft","Entire home/apt",4,1,2,"$76.00",2,1125,29,80,80
"84","mallorca","2020-09-19",518800,"Algaida",39.55634,2.84632,"Entire house","Entire home/apt",6,3,3,"$150.00",7,1125,25,150,750
"85","mallorca","2020-09-19",521554,"Son Servera",39.63359,3.3683,"Entire apartment","Entire home/apt",2,1,1,"$120.00",3,1125,0,120,3600
"86","mallorca","2020-09-19",523750,"Pollença",39.85383,3.05225,"Entire cottage","Entire home/apt",6,3,5,"$134.00",5,1125,29,140,140
"87","mallorca","2020-09-19",526114,"Campos",39.39845,3.0354,"Entire cabin","Entire home/apt",4,2,3,"$115.00",6,30,23,115,805
"88","mallorca","2020-09-19",528374,"Lloseta",39.71764,2.86871,"Entire house","Entire home/apt",3,1,3,"$113.00",4,30,30,NA,0
"89","mallorca","2020-09-19",541088,"Sóller",39.77358,2.73337,"Entire cottage","Entire home/apt",8,3,6,"$176.00",4,28,15,151.666666666667,2275
"90","mallorca","2020-09-19",542639,"Santanyí",39.34433,3.09446,"Entire townhouse","Entire home/apt",3,1,1,"$39.00",7,30,0,39,1170
"91","mallorca","2020-09-19",546665,"Manacor",39.52969,3.31902,"Entire house","Entire home/apt",6,3,3,"$95.00",4,1125,14,95,1520
"92","mallorca","2020-09-19",548218,"Palma de Mallorca",39.57197,2.65196,"Entire apartment","Entire home/apt",4,2,2,"$79.00",1,10,19,75.3636363636364,829
"93","mallorca","2020-09-19",553166,"Fornalutx",39.78039,2.74056,"Entire cabin","Entire home/apt",4,2,2,"$120.00",6,30,23,120,840
"94","mallorca","2020-09-19",553546,"Artà",39.73433,3.28489,"Entire house","Entire home/apt",10,5,10,"$299.00",7,60,0,299,8970
"95","mallorca","2020-09-19",557317,"Palma de Mallorca",39.576,2.65407,"Private room in apartment","Private room",1,1,1,"$35.00",2,1125,30,NA,0
"96","mallorca","2020-09-19",564914,"Campanet",39.77218,2.97862,"Private room in villa","Private room",3,1,3,"$39.00",3,60,29,39,39
"97","mallorca","2020-09-19",575431,"Son Servera",39.64834,3.37656,"Private room in apartment","Private room",2,1,2,"$54.00",6,180,30,NA,0
"98","mallorca","2020-09-19",583505,"Ses Salines",39.33277,3.0158,"Entire cottage","Entire home/apt",16,8,9,"$300.00",4,1125,29,300,300
"99","mallorca","2020-09-19",584735,"Palma de Mallorca",39.57087,2.64425,"Entire loft","Entire home/apt",3,NA,2,"$79.00",2,6,0,79,2370
"100","mallorca","2020-09-19",593604,"Palma de Mallorca",39.55735,2.60899,"Entire apartment","Entire home/apt",4,2,2,"$60.00",31,1125,28,60,120
"101","mallorca","2020-09-19",597134,"Selva",39.75094,2.89828,"Entire house","Entire home/apt",4,2,2,"$90.00",5,60,0,90,2700
"102","mallorca","2020-09-19",601552,"Andratx",39.54826,2.3734,"Entire house","Entire home/apt",8,4,6,"$980.00",1,150,30,NA,0
"103","mallorca","2020-09-19",603369,"Mancor de la Vall",39.75144,2.87195,"Private room in house","Private room",6,3,4,"$241.00",5,1125,25,253.8,1269
"104","mallorca","2020-09-19",603396,"Mancor de la Vall",39.74969,2.87042,"Private room in house","Private room",4,1,4,"$106.00",1,1125,23,101,707
"105","mallorca","2020-09-19",606903,"Palma de Mallorca",39.55241,2.60928,"Private room in condominium","Private room",2,1,2,"$80.00",3,30,19,74.5454545454545,820
"106","mallorca","2020-09-19",611583,"Manacor",39.54608,3.33126,"Private room","Private room",3,1,2,"$37.00",1,1125,0,35.1666666666667,1055
"107","mallorca","2020-09-19",612483,"Palma de Mallorca",39.57447,2.64968,"Private room in apartment","Private room",2,1,1,"$26.00",5,31,27,26,78
"108","mallorca","2020-09-19",614722,"Banyalbufar",39.69795,2.55642,"Entire chalet","Entire home/apt",6,3,7,"$168.00",2,1125,4,142.615384615385,3708
"109","mallorca","2020-09-19",617531,"Palma de Mallorca",39.57195,2.65096,"Entire apartment","Entire home/apt",4,2,4,"$47.00",30,120,1,47,1363
"110","mallorca","2020-09-19",617680,"Llucmajor",39.45409,2.7481,"Entire apartment","Entire home/apt",4,2,2,"$45.00",30,1125,20,45,450
"111","mallorca","2020-09-19",621960,"Palma de Mallorca",39.56557,2.62673,"Entire apartment","Entire home/apt",6,3,6,"$90.00",4,1125,30,NA,0
"112","mallorca","2020-09-19",626614,"Llubí",39.69775,3.00839,"Entire cottage","Entire home/apt",6,3,6,"$170.00",1,1125,21,167.777777777778,1510
"113","mallorca","2020-09-19",626624,"Llubí",39.6726,3.02706,"Entire guest suite","Entire home/apt",2,1,2,"$95.00",1,1125,25,83,415
"114","mallorca","2020-09-19",626625,"Llubí",39.70002,3.01044,"Entire guest suite","Entire home/apt",4,2,4,"$140.00",1,1125,26,120,480
"115","mallorca","2020-09-19",627366,"Alcúdia",39.83639,3.15103,"Entire villa","Entire home/apt",10,5,8,"$358.00",2,1125,4,346.230769230769,9002
"116","mallorca","2020-09-19",628519,"Manacor",39.56235,3.26835,"Entire villa","Entire home/apt",6,3,5,"$254.00",7,1100,28,254,508
"117","mallorca","2020-09-19",630859,"Manacor",39.65921,3.21963,"Entire cottage","Entire home/apt",12,6,10,"$310.00",7,90,18,242,2904
"118","mallorca","2020-09-19",635139,"Selva",39.75203,2.8995,"Entire house","Entire home/apt",2,1,3,"$82.00",2,1125,21,87.4444444444444,787
"119","mallorca","2020-09-19",636827,"Palma de Mallorca",39.56992,2.59668,"Entire guesthouse","Entire home/apt",2,1,1,"$100.00",5,31,5,100,2500
"120","mallorca","2020-09-19",636974,"Palma de Mallorca",39.57635,2.65491,"Private room in apartment","Private room",2,1,1,"$38.00",2,1125,30,NA,0
"121","mallorca","2020-09-19",637903,"Andratx",39.57865,2.39837,"Entire cottage","Entire home/apt",6,3,3,"$98.00",4,1125,6,127.333333333333,3056
"122","mallorca","2020-09-19",638100,"Valldemossa",39.70392,2.5785,"Entire villa","Entire home/apt",10,5,9,"$240.00",7,365,0,213.333333333333,6400
"123","mallorca","2020-09-19",638879,"Palma de Mallorca",39.56264,2.62269,"Entire apartment","Entire home/apt",2,1,1,"$130.00",3,1125,30,NA,0
"124","mallorca","2020-09-19",639787,"Ses Salines",39.34801,3.0505,"Entire cottage","Entire home/apt",2,1,1,"$68.00",6,180,17,68,884
"125","mallorca","2020-09-19",640379,"Andratx",39.53404,2.38492,"Entire loft","Entire home/apt",2,1,1,"$175.00",3,30,17,153.846153846154,2000
"126","mallorca","2020-09-19",641406,"Andratx",39.53404,2.38492,"Entire apartment","Entire home/apt",2,1,1,"$120.00",2,60,14,113.125,1810
"127","mallorca","2020-09-19",642426,"Palma de Mallorca",39.57503,2.6546,"Private room in apartment","Private room",2,1,1,"$35.00",2,1125,30,NA,0
"128","mallorca","2020-09-19",650416,"Felanitx",39.41516,3.27153,"Entire villa","Entire home/apt",10,5,9,"$295.00",7,365,19,295,3245
"129","mallorca","2020-09-19",655100,"Santanyí",39.35257,3.12934,"Entire house","Entire home/apt",6,3,5,"$75.00",3,1125,14,75,1200
"130","mallorca","2020-09-19",655298,"Palma de Mallorca",39.5686,2.63084,"Private room in boat","Private room",4,1,2,"$487.00",3,7,29,82,82
"131","mallorca","2020-09-19",660315,"Palma de Mallorca",39.58891,2.6195,"Private room in apartment","Private room",2,1,1,"$61.00",1,1125,0,61,1830
"132","mallorca","2020-09-19",661082,"Capdepera",39.64425,3.43213,"Entire villa","Entire home/apt",8,5,6,"$468.00",1,365,30,NA,0
"133","mallorca","2020-09-19",661111,"Llucmajor",39.44006,2.75107,"Entire villa","Entire home/apt",6,3,4,"$359.00",1,365,24,342.333333333333,2054
"134","mallorca","2020-09-19",664451,"Manacor",39.54506,3.33207,"Private room in house","Private room",3,1,2,"$35.00",2,1125,19,35,385
"135","mallorca","2020-09-19",669295,"Palma de Mallorca",39.56833,2.64838,"Private room in apartment","Private room",1,1,2,"$22.00",21,365,16,22,308
"136","mallorca","2020-09-19",677602,"Marratxí",39.63749,2.69475,"Entire house","Entire home/apt",10,5,10,"$475.00",5,1125,17,395,5135
"137","mallorca","2020-09-19",679534,"Santa María del Camí",39.65665,2.75686,"Private room in cottage","Private room",2,1,1,"$89.00",3,30,16,89,1246
"138","mallorca","2020-09-19",684725,"Llucmajor",39.43309,2.75686,"Entire house","Entire home/apt",6,3,5,"$114.00",4,1125,18,114,1368
"139","mallorca","2020-09-19",686911,"Palma de Mallorca",39.57546,2.64695,"Entire apartment","Entire home/apt",3,1,2,"$60.00",1,1125,18,60,720
"140","mallorca","2020-09-19",689491,"Palma de Mallorca",39.55926,2.62216,"Private room in apartment","Private room",2,1,0,"$40.00",2,365,30,NA,0
"141","mallorca","2020-09-19",690300,"Palma de Mallorca",39.55507,2.77722,"Private room in guest suite","Private room",2,1,1,"$40.00",1,15,29,40,40
"142","mallorca","2020-09-19",691442,"Selva",39.74683,2.9129,"Entire cottage","Entire home/apt",6,3,5,"$185.00",4,15,0,178.666666666667,5360
"143","mallorca","2020-09-19",691585,"Fornalutx",39.78494,2.73948,"Entire house","Entire home/apt",6,3,6,"$165.00",3,60,21,165,1485
"144","mallorca","2020-09-19",698241,"Campanet",39.77355,2.98278,"Private room in villa","Private room",12,3,3,"$39.00",3,60,29,39,39
"145","mallorca","2020-09-19",702913,"Palma de Mallorca",39.63282,2.62233,"Entire cottage","Entire home/apt",10,5,7,"$320.00",7,30,0,310,9300
"146","mallorca","2020-09-19",703815,"Palma de Mallorca",39.57928,2.66148,"Private room in apartment","Private room",2,1,1,"$22.00",1,124,4,22,572
"147","mallorca","2020-09-19",707379,"Campanet",39.77339,2.983,"Private room in villa","Private room",3,1,1,"$39.00",3,1125,27,39,117
"148","mallorca","2020-09-19",707452,"Sóller",39.76694,2.71772,"Entire house","Entire home/apt",2,1,1,"$78.00",3,365,28,78,156
"149","mallorca","2020-09-19",710900,"Sineu",39.62891,3.01838,"Entire villa","Entire home/apt",9,4,5,"$200.00",6,1125,16,200,2800
"150","mallorca","2020-09-19",711352,"Felanitx",39.38203,3.24455,"Entire townhouse","Entire home/apt",4,2,4,"$65.00",3,1125,30,NA,0
"151","mallorca","2020-09-19",711976,"Inca",39.71583,2.97651,"Entire cottage","Entire home/apt",8,4,5,"$175.00",7,16,27,175,525
"152","mallorca","2020-09-19",714301,"Sóller",39.76608,2.72853,"Entire villa","Entire home/apt",10,5,5,"$499.00",28,1125,20,400,4000
"153","mallorca","2020-09-19",715398,"Palma de Mallorca",39.57153,2.6372,"Entire loft","Entire home/apt",3,1,3,"$98.00",2,1125,24,99,594
"154","mallorca","2020-09-19",732396,"Pollença",39.87468,2.99127,"Entire cottage","Entire home/apt",2,1,2,"$145.00",2,1120,14,138.75,2220
"155","mallorca","2020-09-19",737169,"Santa Margalida",39.76093,3.16272,"Entire villa","Entire home/apt",6,3,4,"$220.00",6,60,28,220,440
"156","mallorca","2020-09-19",744288,"Palma de Mallorca",39.58682,2.64997,"Private room in apartment","Private room",2,1,1,"$60.00",2,365,30,NA,0
"157","mallorca","2020-09-19",744388,"Palma de Mallorca",39.57433,2.64535,"Private room in apartment","Private room",2,2,1,"$65.00",6,20,28,65,130
"158","mallorca","2020-09-19",745875,"Palma de Mallorca",39.57376,2.64957,"Entire apartment","Entire home/apt",3,1,2,"$90.00",3,1125,0,90.6666666666667,2720
"159","mallorca","2020-09-19",746847,"Costitx",39.65926,2.95274,"Entire townhouse","Entire home/apt",8,4,4,"$100.00",3,30,0,100,3000
"160","mallorca","2020-09-19",763446,"Campanet",39.77663,2.96889,"Private room in apartment","Private room",2,1,1,"$42.00",2,1125,29,42,42
"161","mallorca","2020-09-19",765176,"Alcúdia",39.8161,3.11582,"Entire apartment","Entire home/apt",4,2,3,"$151.00",7,90,18,160,1920
"162","mallorca","2020-09-19",767234,"Santa Margalida",39.74385,3.13184,"Entire cottage","Entire home/apt",10,5,9,"$136.00",3,60,11,136,2584
"163","mallorca","2020-09-19",768435,"Bunyola",39.69974,2.69782,"Entire villa","Entire home/apt",12,6,2,"$480.00",6,1125,17,480,6240
"164","mallorca","2020-09-19",770549,"Bunyola",39.72438,2.68414,"Entire house","Entire home/apt",16,8,0,"$880.00",6,1125,19,880,9680
"165","mallorca","2020-09-19",773806,"Palma de Mallorca",39.57485,2.64926,"Entire apartment","Entire home/apt",4,2,3,"$170.00",30,1125,29,170,170
"166","mallorca","2020-09-19",780905,"Santanyí",39.33287,3.14082,"Entire chalet","Entire home/apt",7,4,4,"$252.00",6,1125,11,239.368421052632,4548
"167","mallorca","2020-09-19",790649,"Palma de Mallorca",39.6161,2.65452,"Entire apartment","Entire home/apt",8,4,4,"$135.00",3,60,0,136.666666666667,4100
"168","mallorca","2020-09-19",802741,"Alcúdia",39.83846,3.15174,"Entire chalet","Entire home/apt",6,2,4,"$175.00",6,14,0,175,5250
"169","mallorca","2020-09-19",807292,"Alcúdia",39.85656,3.08084,"Private room in villa","Private room",2,1,1,"$70.00",6,14,0,70,2100
"170","mallorca","2020-09-19",808359,"Calvià",39.47805,2.52264,"Entire villa","Entire home/apt",8,4,8,"$359.00",3,1124,24,359,2154
"171","mallorca","2020-09-19",843097,"Pollença",39.91792,3.05715,"Entire house","Entire home/apt",7,3,0,"$213.00",6,365,0,190.2,5706
"172","mallorca","2020-09-19",850816,"Sóller",39.77189,2.72931,"Entire house","Entire home/apt",12,6,0,"$850.00",3,30,22,762.5,6100
"173","mallorca","2020-09-19",853627,"Deyá",39.75976,2.64318,"Entire cottage","Entire home/apt",5,3,3,"$150.00",4,30,7,137.826086956522,3170
"174","mallorca","2020-09-19",861054,"Sa Pobla",39.77081,3.02059,"Private room in house","Private room",2,1,1,"$24.00",1,1125,24,24,144
"175","mallorca","2020-09-19",861395,"Palma de Mallorca",39.54999,2.69216,"Entire apartment","Entire home/apt",4,2,2,"$150.00",5,1125,6,137,3288
"176","mallorca","2020-09-19",864387,"Alcúdia",39.86195,3.15771,"Entire chalet","Entire home/apt",6,3,5,"$315.00",7,90,29,315,315
"177","mallorca","2020-09-19",866912,"Llubí",39.68038,3.00363,"Entire cottage","Entire home/apt",8,4,6,"$255.00",7,365,12,189.833333333333,3417
"178","mallorca","2020-09-19",873131,"Sóller",39.77257,2.73008,"Entire house","Entire home/apt",6,3,4,"$122.00",7,30,18,122,1464
"179","mallorca","2020-09-19",874365,"Lloret de Vistalegre",39.61318,2.99614,"Entire townhouse","Entire home/apt",2,1,1,"$194.00",3,30,28,194,388
"180","mallorca","2020-09-19",874366,"Lloret de Vistalegre",39.61775,2.97927,"Entire apartment","Entire home/apt",2,1,1,"$187.00",5,30,29,187,187
"181","mallorca","2020-09-19",878953,"Alcúdia",39.81984,3.11441,"Entire townhouse","Entire home/apt",6,3,5,"$226.00",7,1125,30,NA,0
"182","mallorca","2020-09-19",883019,"Palma de Mallorca",39.5672,2.65642,"Entire apartment","Entire home/apt",2,1,1,"$67.00",1,1125,29,67,67
"183","mallorca","2020-09-19",886569,"Pollença",39.92152,3.05506,"Entire apartment","Entire home/apt",6,2,3,"$160.00",7,1125,20,160,1600
"184","mallorca","2020-09-19",897331,"Palma de Mallorca",39.5946,2.76878,"Entire apartment","Entire home/apt",4,2,3,"$110.00",2,30,25,112,560
