"country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"italy","rome","2020-08-26",5268117,"I Centro Storico",41.89582,12.49645,"Private room in serviced apartment","Private room",5,2,3,96,1,1125,6,160,3840
"italy","rome","2020-08-26",5268214,"I Centro Storico",41.89696,12.49453,"Entire apartment","Entire home/apt",4,2,2,71,1,1125,30,NA,0
"italy","rome","2020-08-26",5268397,"I Centro Storico",41.89695,12.495,"Private room in bed and breakfast","Private room",2,1,1,60,1,1125,30,NA,0
"italy","rome","2020-08-26",5270381,"I Centro Storico",41.90983,12.45231,"Entire apartment","Entire home/apt",7,2,4,112,1,1125,30,NA,0
"italy","rome","2020-08-26",5273650,"I Centro Storico",41.8983,12.47277,"Entire apartment","Entire home/apt",4,2,4,54,2,14,29,79,79
"italy","rome","2020-08-26",5274784,"VIII Appia Antica",41.85217,12.54391,"Private room in villa","Private room",2,1,1,100,1,1125,30,NA,0
"italy","rome","2020-08-26",5276033,"II Parioli/Nomentano",41.91347,12.51976,"Private room in bed and breakfast","Private room",4,1,2,108,1,30,30,NA,0
"italy","rome","2020-08-26",5276447,"VII San Giovanni/Cinecittà",41.88128,12.50531,"Entire apartment","Entire home/apt",4,1,4,69,2,30,24,70,420
"italy","rome","2020-08-26",5277705,"I Centro Storico",41.89664,12.46826,"Entire apartment","Entire home/apt",4,1,3,75,2,1125,26,105,420
"italy","rome","2020-08-26",5280058,"I Centro Storico",41.90971,12.44589,"Entire apartment","Entire home/apt",5,1,2,132,2,120,0,132.2,3966
"italy","rome","2020-08-26",5289515,"II Parioli/Nomentano",41.91591,12.5088,"Entire apartment","Entire home/apt",3,2,2,80,1,1125,30,NA,0
"italy","rome","2020-08-26",5296333,"I Centro Storico",41.90991,12.49277,"Entire apartment","Entire home/apt",6,3,3,99,3,1125,29,99,99
"italy","rome","2020-08-26",5297331,"I Centro Storico",41.89347,12.47172,"Entire apartment","Entire home/apt",2,NA,0,66,2,1125,29,65,65
"italy","rome","2020-08-26",5300675,"V Prenestino/Centocelle",41.88674,12.53114,"Private room in apartment","Private room",2,1,1,40,1,3,27,40,120
"italy","rome","2020-08-26",5301083,"I Centro Storico",41.90036,12.49472,"Entire apartment","Entire home/apt",4,1,1,75,2,90,29,75,75
"italy","rome","2020-08-26",5301351,"XIII Aurelia",41.90562,12.31436,"Private room in bed and breakfast","Private room",3,1,2,59,1,1125,29,59,59
"italy","rome","2020-08-26",5303079,"VII San Giovanni/Cinecittà",41.87533,12.50715,"Entire apartment","Entire home/apt",4,2,2,81,2,120,15,82.9333333333333,1244
"italy","rome","2020-08-26",5304478,"I Centro Storico",41.88735,12.46463,"Private room in apartment","Private room",2,1,2,180,1,1125,29,180,180
"italy","rome","2020-08-26",5306091,"I Centro Storico",41.88813,12.46386,"Private room in apartment","Private room",3,1,3,190,2,1125,29,190,190
"italy","rome","2020-08-26",5306266,"VII San Giovanni/Cinecittà",41.87629,12.50904,"Entire apartment","Entire home/apt",6,2,4,80,3,1125,0,87.6,2628
"italy","rome","2020-08-26",5306844,"I Centro Storico",41.88731,12.46404,"Private room in apartment","Private room",2,1,2,160,1,1125,29,160,160
"italy","rome","2020-08-26",5311537,"III Monte Sacro",41.94953,12.52441,"Entire apartment","Entire home/apt",5,3,5,65,2,1125,0,65,1950
"italy","rome","2020-08-26",5312288,"I Centro Storico",41.90633,12.44318,"Private room in apartment","Private room",2,1,1,69,1,1125,30,NA,0
"italy","rome","2020-08-26",5314251,"VII San Giovanni/Cinecittà",41.87815,12.52421,"Private room in apartment","Private room",2,1,1,70,1,1125,26,70,280
"italy","rome","2020-08-26",5314760,"XII Monte Verde",41.87618,12.4603,"Entire apartment","Entire home/apt",2,1,1,68,2,21,27,69.3333333333333,208
"italy","rome","2020-08-26",5315230,"I Centro Storico",41.90578,12.44449,"Entire apartment","Entire home/apt",4,1,2,60,1,1125,8,59.9090909090909,1318
"italy","rome","2020-08-26",5316012,"I Centro Storico",41.89481,12.47196,"Entire apartment","Entire home/apt",4,2,4,87,2,1125,30,NA,0
"italy","rome","2020-08-26",5317064,"XIII Aurelia",41.89813,12.45509,"Entire apartment","Entire home/apt",2,1,3,50,10,58,9,50,1050
"italy","rome","2020-08-26",5317233,"I Centro Storico",41.88794,12.4738,"Entire apartment","Entire home/apt",5,1,3,71,2,1124,29,70,70
"italy","rome","2020-08-26",5321818,"VII San Giovanni/Cinecittà",41.87535,12.51112,"Private room in apartment","Private room",2,1,1,49,4,90,30,NA,0
"italy","rome","2020-08-26",5321912,"I Centro Storico",41.90245,12.44519,"Entire apartment","Entire home/apt",2,1,1,65,2,7,4,65,1690
"italy","rome","2020-08-26",5322088,"I Centro Storico",41.88917,12.47034,"Entire apartment","Entire home/apt",3,1,1,70,3,1125,2,70,1960
"italy","rome","2020-08-26",5322946,"I Centro Storico",41.89438,12.49217,"Entire apartment","Entire home/apt",4,2,0,74,2,15,26,88.75,355
"italy","rome","2020-08-26",5323407,"XIII Aurelia",41.90562,12.31436,"Private room in bed and breakfast","Private room",3,1,2,49,1,1125,29,49,49
"italy","rome","2020-08-26",5324947,"I Centro Storico",41.90906,12.45593,"Entire apartment","Entire home/apt",4,1,3,51,3,1125,30,NA,0
"italy","rome","2020-08-26",5326451,"I Centro Storico",41.89974,12.4645,"Entire apartment","Entire home/apt",3,1,1,93,2,1125,0,98.3333333333333,2950
"italy","rome","2020-08-26",5327064,"VIII Appia Antica",41.86195,12.49413,"Entire apartment","Entire home/apt",3,1,1,69,1,28,29,72,72
"italy","rome","2020-08-26",5331204,"XIII Aurelia",41.90562,12.31436,"Private room in bed and breakfast","Private room",3,1,2,49,1,1125,29,49,49
"italy","rome","2020-08-26",5331854,"I Centro Storico",41.88945,12.46752,"Entire apartment","Entire home/apt",4,1,2,88,2,1125,24,55,330
"italy","rome","2020-08-26",5331977,"I Centro Storico",41.88113,12.48127,"Entire apartment","Entire home/apt",3,1,2,55,2,1125,8,55,1210
"italy","rome","2020-08-26",5332398,"I Centro Storico",41.88264,12.48164,"Entire apartment","Entire home/apt",5,1,1,53,1,180,12,68.9444444444444,1241
"italy","rome","2020-08-26",5333370,"I Centro Storico",41.89573,12.45899,"Entire apartment","Entire home/apt",4,2,3,90,3,1125,29,90,90
"italy","rome","2020-08-26",5333398,"I Centro Storico",41.91085,12.45478,"Private room in apartment","Private room",2,1,1,51,1,1125,30,NA,0
"italy","rome","2020-08-26",5333616,"I Centro Storico",41.88902,12.46728,"Private room in bed and breakfast","Private room",2,1,0,78,3,1125,24,78.3333333333333,470
"italy","rome","2020-08-26",5334291,"I Centro Storico",41.88719,12.467,"Private room in bed and breakfast","Private room",2,1,0,77.86,3,1125,20,79.8,798
"italy","rome","2020-08-26",5334602,"I Centro Storico",41.89801,12.47636,"Entire apartment","Entire home/apt",4,1,1,115,3,1125,30,NA,0
"italy","rome","2020-08-26",5335850,"I Centro Storico",41.91384,12.46935,"Entire apartment","Entire home/apt",4,1,2,180,1,1125,27,180,540
"italy","rome","2020-08-26",5342695,"V Prenestino/Centocelle",41.87429,12.53894,"Entire apartment","Entire home/apt",2,1,2,39,4,1125,0,39,1170
"italy","rome","2020-08-26",5342976,"I Centro Storico",41.90747,12.46352,"Entire condominium","Entire home/apt",10,3,10,144,2,30,30,NA,0
"italy","rome","2020-08-26",5343224,"I Centro Storico",41.89222,12.49997,"Entire apartment","Entire home/apt",5,1,4,70,3,1125,27,70,210
"italy","rome","2020-08-26",5343508,"V Prenestino/Centocelle",41.88225,12.56724,"Entire apartment","Entire home/apt",2,1,1,100,2,1125,30,NA,0
"italy","rome","2020-08-26",5343775,"I Centro Storico",41.90085,12.47465,"Entire apartment","Entire home/apt",8,2,4,126,2,1125,0,152,4560
"italy","rome","2020-08-26",5346587,"VII San Giovanni/Cinecittà",41.8803,12.51062,"Entire apartment","Entire home/apt",2,1,1,45,2,1125,29,45,45
"italy","rome","2020-08-26",5346906,"I Centro Storico",41.90746,12.47541,"Entire apartment","Entire home/apt",4,2,2,140,2,90,29,140,140
"italy","rome","2020-08-26",5348900,"XIII Aurelia",41.89715,12.42094,"Entire bed and breakfast","Entire home/apt",4,2,4,70,1,1125,0,70,2100
"italy","rome","2020-08-26",5351387,"I Centro Storico",41.89258,12.51297,"Entire apartment","Entire home/apt",4,1,2,60,3,1125,0,72.8,2184
"italy","rome","2020-08-26",5351801,"I Centro Storico",41.88053,12.47798,"Entire apartment","Entire home/apt",4,1,4,58,3,30,30,NA,0
"italy","rome","2020-08-26",5356148,"VII San Giovanni/Cinecittà",41.86173,12.55714,"Entire apartment","Entire home/apt",8,3,8,40,1,28,3,37.7037037037037,1018
"italy","rome","2020-08-26",5358011,"I Centro Storico",41.89786,12.47217,"Entire apartment","Entire home/apt",6,2,4,80,4,1125,30,NA,0
"italy","rome","2020-08-26",5358184,"XII Monte Verde",41.88116,12.46625,"Entire apartment","Entire home/apt",5,3,5,120,1,1125,29,120,120
"italy","rome","2020-08-26",5359434,"II Parioli/Nomentano",41.9128,12.50141,"Entire apartment","Entire home/apt",4,2,2,75,4,1125,0,75.1333333333333,2254
"italy","rome","2020-08-26",5360574,"I Centro Storico",41.87431,12.48565,"Entire apartment","Entire home/apt",4,2,2,40,5,1125,0,40,1200
"italy","rome","2020-08-26",5363185,"IV Tiburtina",41.95456,12.64296,"Entire apartment","Entire home/apt",2,1,1,27,2,1125,0,27.4,822
"italy","rome","2020-08-26",5363264,"VII San Giovanni/Cinecittà",41.87919,12.5089,"Private room in apartment","Private room",3,1,2,45,3,1120,30,NA,0
"italy","rome","2020-08-26",5366596,"I Centro Storico",41.89141,12.50038,"Room in aparthotel","Hotel room",2,1,1,31,1,1125,17,39.9230769230769,519
"italy","rome","2020-08-26",5366751,"I Centro Storico",41.89141,12.50038,"Room in aparthotel","Hotel room",2,1,1,34,1,1125,27,38.3333333333333,115
"italy","rome","2020-08-26",5367330,"I Centro Storico",41.89141,12.50038,"Room in aparthotel","Hotel room",2,1,2,31,1,1125,26,45,180
"italy","rome","2020-08-26",5367519,"I Centro Storico",41.89141,12.50038,"Room in aparthotel","Hotel room",3,1,3,31,1,1125,26,45,180
"italy","rome","2020-08-26",5367553,"I Centro Storico",41.89141,12.50038,"Room in aparthotel","Hotel room",3,1,3,30,1,1125,20,37.5,375
"italy","rome","2020-08-26",5368538,"XII Monte Verde",41.87051,12.45034,"Entire apartment","Entire home/apt",5,2,2,68,2,1125,10,68,1360
"italy","rome","2020-08-26",5369192,"I Centro Storico",41.90496,12.46486,"Entire apartment","Entire home/apt",2,1,1,80,2,1125,27,80,240
"italy","rome","2020-08-26",5370307,"I Centro Storico",41.89995,12.46988,"Entire apartment","Entire home/apt",4,1,1,44,2,14,29,53,53
"italy","rome","2020-08-26",5370550,"VII San Giovanni/Cinecittà",41.82782,12.58995,"Entire apartment","Entire home/apt",5,2,3,53,3,30,27,53,159
"italy","rome","2020-08-26",5373876,"I Centro Storico",41.91365,12.46151,"Entire apartment","Entire home/apt",4,2,2,103,4,1125,30,NA,0
"italy","rome","2020-08-26",5376841,"I Centro Storico",41.88771,12.50401,"Entire apartment","Entire home/apt",5,2,4,142,2,1125,5,162.24,4056
"italy","rome","2020-08-26",5377767,"I Centro Storico",41.899,12.50268,"Private room in apartment","Private room",2,1,1,50,2,1125,24,50,300
"italy","rome","2020-08-26",5378083,"XIII Aurelia",41.90059,12.44622,"Room in bed and breakfast","Hotel room",2,1,1,50,1,1125,28,38,76
"italy","rome","2020-08-26",5380831,"I Centro Storico",41.90876,12.46298,"Entire apartment","Entire home/apt",10,4,10,255,2,1125,0,255,7650
"italy","rome","2020-08-26",5381452,"I Centro Storico",41.89562,12.49444,"Entire apartment","Entire home/apt",4,1,1,58,3,1125,5,60.4,1510
"italy","rome","2020-08-26",5382144,"I Centro Storico",41.90039,12.50238,"Room in bed and breakfast","Hotel room",3,1,3,80,2,30,30,NA,0
"italy","rome","2020-08-26",5382221,"I Centro Storico",41.89055,12.4708,"Entire apartment","Entire home/apt",5,2,3,48.57,1,1125,26,52.5,210
"italy","rome","2020-08-26",5382919,"I Centro Storico",41.89287,12.5058,"Entire condominium","Entire home/apt",6,2,3,130,3,28,0,130,3900
"italy","rome","2020-08-26",5384413,"I Centro Storico",41.89547,12.48924,"Entire apartment","Entire home/apt",7,3,4,100,3,31,23,100,700
"italy","rome","2020-08-26",5387799,"I Centro Storico",41.91255,12.45634,"Private room in apartment","Private room",2,1,1,91,1,1125,30,NA,0
"italy","rome","2020-08-26",5388939,"I Centro Storico",41.90424,12.50087,"Private room in bed and breakfast","Private room",2,1,0,51,1,1125,30,NA,0
"italy","rome","2020-08-26",5389029,"I Centro Storico",41.90467,12.50245,"Private room in bed and breakfast","Private room",2,1,1,65,1,1125,30,NA,0
"italy","rome","2020-08-26",5391311,"I Centro Storico",41.90082,12.46874,"Entire apartment","Entire home/apt",4,2,2,171.43,3,28,0,193.333333333333,5800
"italy","rome","2020-08-26",5394454,"I Centro Storico",41.90378,12.46375,"Entire apartment","Entire home/apt",5,3,3,75,2,200,30,NA,0
"italy","rome","2020-08-26",5398234,"XII Monte Verde",41.87741,12.46738,"Entire apartment","Entire home/apt",3,1,2,120,2,1125,29,120,120
"italy","rome","2020-08-26",5398306,"I Centro Storico",41.88823,12.4762,"Entire apartment","Entire home/apt",4,1,2,150,3,1125,0,150,4500
"italy","rome","2020-08-26",5399235,"I Centro Storico",41.90942,12.47609,"Entire apartment","Entire home/apt",9,3,5,160,3,120,29,160,160
"italy","rome","2020-08-26",5399693,"I Centro Storico",41.90621,12.45864,"Entire apartment","Entire home/apt",10,3,10,180,1,1000,23,180,1260
"italy","rome","2020-08-26",5401136,"I Centro Storico",41.89132,12.46828,"Entire apartment","Entire home/apt",5,2,2,46,3,28,29,40,40
"italy","rome","2020-08-26",5401353,"I Centro Storico",41.89589,12.50412,"Private room in apartment","Private room",2,1,2,52,1,14,0,52,1560
"italy","rome","2020-08-26",5402328,"I Centro Storico",41.88782,12.47622,"Entire condominium","Entire home/apt",5,1,3,51,3,1125,24,53.3333333333333,320
"italy","rome","2020-08-26",5407028,"I Centro Storico",41.87553,12.4865,"Entire apartment","Entire home/apt",4,2,3,40,7,90,28,40,80
"italy","rome","2020-08-26",5407275,"I Centro Storico",41.89127,12.4683,"Entire apartment","Entire home/apt",6,2,6,60,1,90,8,60,1320
