"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"30","sevilla","2020-06-29",369324,"Feria",37.39677,-5.9914,"Townhouse","Private room",1,1,1,"$35.00",4,360,0,27.3333333333333,820
"31","sevilla","2020-06-29",384727,"Arenal",37.38498,-5.9944,"Apartment","Private room",2,1,1,"$48.00",3,12,11,48,912
"32","sevilla","2020-06-29",394083,"San Bernardo",37.38197,-5.98289,"Apartment","Entire home/apt",4,1,2,"$60.00",1,1125,15,54.6666666666667,820
"33","sevilla","2020-06-29",394707,"Los Remedios",37.37766,-5.99885,"House","Private room",2,1,1,"$28.00",1,7,0,28,840
"34","sevilla","2020-06-29",398966,"Feria",37.39634,-5.98925,"Apartment","Entire home/apt",4,2,3,"$78.00",3,365,30,NA,0
"35","sevilla","2020-06-29",402692,"Los Remedios",37.37672,-5.99865,"Apartment","Private room",2,1,2,"$38.00",2,1125,30,NA,0
"36","sevilla","2020-06-29",408801,"La Paz, Las Golondrinas",37.41103,-5.98806,"Apartment","Entire home/apt",5,3,4,"$48.00",2,1125,30,NA,0
"37","sevilla","2020-06-29",411569,"Encarnación, Regina",37.39363,-5.99071,"Apartment","Entire home/apt",2,1,2,"$383.00",2,59,30,NA,0
"38","sevilla","2020-06-29",426133,"Triana Casco Antiguo",37.38851,-6.00727,"Apartment","Entire home/apt",3,0,2,"$50.00",3,1125,29,40,40
"39","sevilla","2020-06-29",426401,"San Vicente",37.39452,-6.00009,"Apartment","Entire home/apt",4,1,4,"$55.00",2,30,28,55,110
"40","sevilla","2020-06-29",427314,"Museo",37.38951,-5.99833,"Apartment","Entire home/apt",10,3,6,"$200.00",2,1125,30,NA,0
"41","sevilla","2020-06-29",435402,"San Vicente",37.39573,-5.9959,"Apartment","Entire home/apt",3,1,1,"$59.00",3,120,0,59,1770
"42","sevilla","2020-06-29",443685,"Arenal",37.38863,-5.99921,"Apartment","Entire home/apt",3,1,2,"$90.00",2,365,0,54,1620
"43","sevilla","2020-06-29",455380,"Feria",37.39812,-5.99138,"Apartment","Entire home/apt",6,2,3,"$145.00",1,365,29,150,150
"44","sevilla","2020-06-29",462899,"Alfalfa",37.3923,-5.99043,"Apartment","Private room",2,1,1,"$299.00",1,1125,14,299,4784
"45","sevilla","2020-06-29",471876,"Museo",37.38916,-6.00043,"Loft","Entire home/apt",4,1,2,"$90.00",2,365,1,48,1392
"46","sevilla","2020-06-29",481991,"Alfalfa",37.39114,-5.99127,"Apartment","Entire home/apt",2,1,1,"$70.00",7,1125,29,70,70
"47","sevilla","2020-06-29",488406,"Santa Cruz",37.38812,-5.99227,"Apartment","Entire home/apt",7,3,7,"$185.00",3,180,30,NA,0
"48","sevilla","2020-06-29",493699,"Museo",37.38966,-6.00178,"Loft","Entire home/apt",4,1,1,"$90.00",2,350,27,53,159
"49","sevilla","2020-06-29",518382,"Feria",37.39877,-5.98945,"Apartment","Private room",2,1,1,"$45.00",30,365,30,NA,0
"50","sevilla","2020-06-29",519320,"Los Remedios",37.37811,-5.99852,"House","Private room",2,1,1,"$28.00",1,7,0,28,840
"51","sevilla","2020-06-29",519393,"Los Remedios",37.37805,-5.99816,"House","Private room",2,1,1,"$28.00",1,7,0,28,840
"52","sevilla","2020-06-29",525845,"Triana Este",37.38335,-6.00544,"Condominium","Entire home/apt",4,1,2,"$65.00",2,1125,19,65,715
"53","sevilla","2020-06-29",530580,"San Bartolomé",37.38894,-5.98804,"Apartment","Entire home/apt",4,1,2,"$90.00",3,30,26,90,360
"54","sevilla","2020-06-29",531891,"Arenal",37.38694,-5.99498,"Apartment","Entire home/apt",8,3,6,"$135.00",2,30,30,NA,0
"55","sevilla","2020-06-29",532392,"Triana Casco Antiguo",37.38502,-6.0046,"Apartment","Entire home/apt",6,3,4,"$82.00",2,1124,21,65.5555555555556,590
"56","sevilla","2020-06-29",540257,"Alfalfa",37.39162,-5.9906,"Loft","Entire home/apt",2,1,2,"$44.00",1,30,5,25.08,627
"57","sevilla","2020-06-29",554494,"San Bartolomé",37.38925,-5.99005,"Apartment","Entire home/apt",4,1,1,"$55.00",3,1111,25,40,200
"58","sevilla","2020-06-29",556908,"Museo",37.38919,-6.00043,"Loft","Entire home/apt",4,1,2,"$80.00",2,330,5,45.8,1145
"59","sevilla","2020-06-29",584921,"Alfalfa",37.38943,-5.9902,"Apartment","Entire home/apt",4,1,1,"$55.00",3,1000,27,37,111
"60","sevilla","2020-06-29",586027,"San Vicente",37.39377,-6.00014,"Apartment","Entire home/apt",4,1,4,"$49.00",2,50,28,55,110
"61","sevilla","2020-06-29",588962,"Huerta del Pilar",37.38391,-5.97801,"Apartment","Entire home/apt",6,3,5,"$104.00",60,1125,29,104,104
"62","sevilla","2020-06-29",592830,"San Bartolomé",37.38866,-5.98764,"Serviced apartment","Entire home/apt",4,1,4,"$90.00",2,1125,29,90,90
"63","sevilla","2020-06-29",596803,"Arenal",37.38702,-5.99555,"Apartment","Entire home/apt",4,1,2,"$50.00",2,365,12,45,810
"64","sevilla","2020-06-29",597776,"Alfalfa",37.39138,-5.98964,"Apartment","Entire home/apt",4,2,3,"$70.00",3,15,29,85,85
"65","sevilla","2020-06-29",609522,"San Vicente",37.39563,-5.99565,"Apartment","Entire home/apt",4,1,2,"$49.00",2,1125,30,NA,0
"66","sevilla","2020-06-29",613844,"Alfalfa",37.3912,-5.98944,"Apartment","Entire home/apt",4,2,3,"$80.00",2,60,29,80,80
"67","sevilla","2020-06-29",619225,"Los Remedios",37.37785,-6.00144,"Apartment","Private room",2,1,2,"$14.00",1,1125,29,14,14
"68","sevilla","2020-06-29",629723,"Encarnación, Regina",37.3951,-5.99294,"Loft","Entire home/apt",2,0,1,"$46.00",3,180,0,62,1860
"69","sevilla","2020-06-29",632876,"San Gil",37.40287,-5.99173,"Apartment","Entire home/apt",2,1,1,"$35.00",1,365,30,NA,0
"70","sevilla","2020-06-29",636468,"Alfalfa",37.39106,-5.99269,"Apartment","Entire home/apt",4,1,1,"$65.00",2,31,29,35,35
"71","sevilla","2020-06-29",649755,"San Vicente",37.39441,-6.00085,"Apartment","Entire home/apt",2,1,2,"$85.00",3,31,29,85,85
"72","sevilla","2020-06-29",650064,"Museo",37.39285,-5.99952,"Apartment","Entire home/apt",4,1,2,"$80.00",1,1125,30,NA,0
"73","sevilla","2020-06-29",650131,"Arenal",37.38652,-5.99608,"Apartment","Entire home/apt",4,1,2,"$90.00",1,1125,28,95,190
"74","sevilla","2020-06-29",653664,"Museo",37.39167,-5.99965,"Apartment","Entire home/apt",4,1,2,"$80.00",1,1125,30,NA,0
"75","sevilla","2020-06-29",653685,"Arenal",37.38613,-5.9977,"House","Private room",1,1,1,"$59.00",2,1125,29,59,59
"76","sevilla","2020-06-29",656013,"Alfalfa",37.39081,-5.99306,"Apartment","Entire home/apt",2,1,2,"$47.00",3,30,0,46.5333333333333,1396
"77","sevilla","2020-06-29",657565,"San Vicente",37.3934,-5.99991,"Apartment","Entire home/apt",4,1,2,"$80.00",1,1125,22,76.875,615
"78","sevilla","2020-06-29",661655,"San Julián",37.39754,-5.98751,"Apartment","Entire home/apt",6,2,4,"$130.00",2,30,29,105,105
"79","sevilla","2020-06-29",663489,"Arenal",37.3868,-5.99773,"Apartment","Entire home/apt",4,1,2,"$90.00",1,1125,28,95,190
"80","sevilla","2020-06-29",664655,"Museo",37.39199,-6.00014,"Apartment","Entire home/apt",4,1,2,"$80.00",1,1125,30,NA,0
"81","sevilla","2020-06-29",670453,"Santa Cruz",37.38813,-5.99053,"House","Entire home/apt",6,2,2,"$130.00",2,1125,0,129.333333333333,3880
"82","sevilla","2020-06-29",671358,"San Julián",37.39629,-5.98668,"Apartment","Entire home/apt",4,1,1,"$100.00",2,30,29,95,95
"83","sevilla","2020-06-29",677182,"San Gil",37.40069,-5.9926,"House","Private room",2,1,0,"$20.00",1,14,28,20,40
"84","sevilla","2020-06-29",678283,"Alfalfa",37.39069,-5.98913,"Apartment","Entire home/apt",4,1,1,"$59.00",3,1122,22,48.75,390
"85","sevilla","2020-06-29",683111,"Alfalfa",37.38979,-5.99143,"Apartment","Entire home/apt",4,1,2,"$90.00",1,1125,0,86.1333333333333,2584
"86","sevilla","2020-06-29",685699,"Alfalfa",37.38978,-5.99237,"Apartment","Entire home/apt",4,1,2,"$90.00",1,1125,0,86.1333333333333,2584
"87","sevilla","2020-06-29",688140,"Santa Cruz",37.38458,-5.99037,"Apartment","Entire home/apt",5,2,4,"$99.00",3,120,18,74.5833333333333,895
"88","sevilla","2020-06-29",692388,"El Porvenir",37.37343,-5.98129,"House","Entire home/apt",16,6,0,"$900.00",1,1125,30,NA,0
"89","sevilla","2020-06-29",695151,"Santa Catalina",37.39548,-5.98513,"Apartment","Entire home/apt",6,2,5,"$95.00",2,60,29,65,65
"90","sevilla","2020-06-29",700074,"San Julián",37.39609,-5.98735,"Apartment","Entire home/apt",4,1,2,"$70.00",2,30,30,NA,0
"91","sevilla","2020-06-29",700583,"Alfalfa",37.39127,-5.99139,"Apartment","Entire home/apt",4,1,2,"$90.00",1,1125,0,86.1333333333333,2584
"92","sevilla","2020-06-29",701737,"Alfalfa",37.39145,-5.99697,"Apartment","Entire home/apt",3,1,2,"$45.00",60,1125,28,39,78
"93","sevilla","2020-06-29",701999,"Triana Casco Antiguo",37.38629,-6.00578,"Apartment","Entire home/apt",6,2,3,"$80.00",3,365,0,82.6666666666667,2480
"94","sevilla","2020-06-29",702998,"San Bartolomé",37.39026,-5.98604,"Apartment","Entire home/apt",2,1,1,"$48.00",3,1124,10,21.75,435
"95","sevilla","2020-06-29",704131,"Museo",37.39252,-5.99872,"Apartment","Entire home/apt",4,1,2,"$80.00",1,1125,29,75,75
"96","sevilla","2020-06-29",705642,"Alfalfa",37.39179,-5.99109,"Apartment","Entire home/apt",5,2,3,"$140.00",3,100,0,60,1800
"97","sevilla","2020-06-29",705652,"San Vicente",37.39639,-5.99918,"House","Private room",2,1,2,"$42.00",2,1125,30,NA,0
"98","sevilla","2020-06-29",705697,"Triana Este",37.37735,-6.00529,"Apartment","Private room",1,1,1,"$22.00",2,365,0,22,660
"99","sevilla","2020-06-29",714300,"Alfalfa",37.39162,-5.99077,"Apartment","Entire home/apt",2,1,1,"$65.00",2,30,29,50,50
"100","sevilla","2020-06-29",714696,"Tabladilla, La Estrella",37.36415,-5.98123,"Apartment","Entire home/apt",2,1,1,"$35.00",60,1124,29,35,35
"101","sevilla","2020-06-29",721483,"San Lorenzo",37.39752,-5.99779,"House","Private room",2,4,6,"$42.00",2,1125,30,NA,0
"102","sevilla","2020-06-29",721598,"San Vicente",37.39642,-5.99713,"House","Private room",1,1,1,"$23.00",2,1125,30,NA,0
"103","sevilla","2020-06-29",721624,"San Vicente",37.39617,-5.99761,"House","Private room",1,1,1,"$23.00",2,365,30,NA,0
"104","sevilla","2020-06-29",721753,"Alfalfa",37.39135,-5.98942,"Apartment","Entire home/apt",2,1,1,"$63.00",3,30,27,63,189
"105","sevilla","2020-06-29",724060,"La Florida",37.38607,-5.98482,"Apartment","Private room",4,1,3,"$55.00",2,330,30,NA,0
"106","sevilla","2020-06-29",724177,"Arenal",37.38536,-5.99719,"Apartment","Entire home/apt",6,2,4,"$65.00",2,365,30,NA,0
"107","sevilla","2020-06-29",725287,"Triana Este",37.38097,-6.00047,"Apartment","Private room",2,1,1,"$35.00",2,30,7,20,460
"108","sevilla","2020-06-29",726220,"Museo",37.39189,-6.0003,"Apartment","Entire home/apt",7,2,5,"$92.00",3,1125,30,NA,0
"109","sevilla","2020-06-29",726333,"San Vicente",37.39346,-6.00013,"Apartment","Entire home/apt",4,1,2,"$50.00",2,60,27,30,90
"110","sevilla","2020-06-29",726916,"San Gil",37.40043,-5.98727,"Apartment","Entire home/apt",4,1,2,"$70.00",2,30,1,74.6551724137931,2165
"111","sevilla","2020-06-29",727016,"Museo",37.38951,-5.99833,"Apartment","Entire home/apt",6,2,4,"$100.00",2,365,30,NA,0
"112","sevilla","2020-06-29",727025,"Museo",37.38951,-5.99833,"Apartment","Entire home/apt",8,2,4,"$125.00",3,365,30,NA,0
"113","sevilla","2020-06-29",727030,"Museo",37.38951,-5.99833,"Apartment","Entire home/apt",8,2,4,"$125.00",3,365,30,NA,0
"114","sevilla","2020-06-29",727034,"Museo",37.38951,-5.99833,"Apartment","Entire home/apt",10,3,6,"$150.00",2,365,28,175,350
"115","sevilla","2020-06-29",730950,"Alfalfa",37.39051,-5.99407,"Apartment","Entire home/apt",4,1,1,"$70.00",2,60,0,70.4333333333333,2113
"116","sevilla","2020-06-29",738380,"San Gil",37.40294,-5.99363,"Apartment","Entire home/apt",4,1,4,"$70.00",1,30,0,66.1666666666667,1985
"117","sevilla","2020-06-29",738857,"San Gil",37.40134,-5.98888,"House","Private room",2,1,1,"$40.00",2,30,0,40.3666666666667,1211
"118","sevilla","2020-06-29",742801,"Alfalfa",37.38922,-5.99178,"Apartment","Entire home/apt",3,1,2,"$77.00",3,1125,17,78.2307692307692,1017
"119","sevilla","2020-06-29",743798,"Arenal",37.38813,-5.9976,"Apartment","Entire home/apt",6,2,4,"$110.00",2,30,16,110,1540
"120","sevilla","2020-06-29",743907,"Arenal",37.38813,-5.9976,"Apartment","Entire home/apt",3,1,NA,"$75.00",2,365,23,75,525
"121","sevilla","2020-06-29",745304,"San Carlos, Tartessos",37.4005,-5.97276,"Apartment","Private room",2,1,2,"$35.00",1,30,30,NA,0
"122","sevilla","2020-06-29",749397,"an Roque",37.3919,-5.98365,"Apartment","Entire home/apt",2,1,2,"$55.00",5,1125,29,55,55
"123","sevilla","2020-06-29",751667,"Santa Cruz",37.38728,-5.9938,"Apartment","Entire home/apt",4,1,1,"$75.00",1,365,30,NA,0
"124","sevilla","2020-06-29",753178,"Los Remedios",37.376,-5.99956,"Apartment","Entire home/apt",2,1,2,"$50.00",2,7,28,50,100
"125","sevilla","2020-06-29",754512,"Santa Cruz",37.38934,-5.9933,"Apartment","Entire home/apt",4,1,1,"$51.00",1,1125,30,NA,0
"126","sevilla","2020-06-29",755070,"Pino Flores",37.40785,-5.9725,"Apartment","Entire home/apt",5,3,5,"$70.00",2,1125,21,75,675
"127","sevilla","2020-06-29",758337,"Alfalfa",37.39242,-5.99218,"Apartment","Entire home/apt",4,1,2,"$65.00",2,30,30,NA,0
"128","sevilla","2020-06-29",761721,"Santa Cruz",37.38426,-5.98739,"Apartment","Entire home/apt",2,1,1,"$110.00",1,1124,30,NA,0
"129","sevilla","2020-06-29",761744,"Santa Cruz",37.38503,-5.98937,"Apartment","Entire home/apt",4,2,3,"$119.00",1,1124,25,62.2,311
"130","sevilla","2020-06-29",764576,"Alfalfa",37.39035,-5.99345,"Apartment","Entire home/apt",2,1,2,"$79.00",2,31,16,40,560
"131","sevilla","2020-06-29",765157,"Alfalfa",37.39169,-5.9927,"Apartment","Private room",1,1,1,"$33.00",1,6,20,15.7,157
"132","sevilla","2020-06-29",771028,"Triana Oeste",37.38426,-6.01142,"Apartment","Entire home/apt",10,4,9,"$120.00",2,120,29,100,100
"133","sevilla","2020-06-29",771187,"San Bartolomé",37.38729,-5.98828,"Apartment","Entire home/apt",4,1,2,"$500.00",2,1125,0,500,15000
"134","sevilla","2020-06-29",771293,"San Bartolomé",37.38742,-5.98824,"Apartment","Entire home/apt",4,1,2,"$500.00",2,1125,0,500,15000
"135","sevilla","2020-06-29",772805,"Arenal",37.38737,-5.99893,"Loft","Entire home/apt",4,1,3,"$85.00",2,1125,0,72,2160
"136","sevilla","2020-06-29",774772,"La Paz, Las Golondrinas",37.4132,-5.98499,"Apartment","Private room",3,1,2,"$14.00",1,1125,15,14,210
"137","sevilla","2020-06-29",785089,"Santa Catalina",37.39321,-5.98717,"Apartment","Entire home/apt",4,1,3,"$75.00",1,60,30,NA,0
"138","sevilla","2020-06-29",786437,"Alfalfa",37.38979,-5.99126,"Apartment","Entire home/apt",4,1,2,"$90.00",1,1125,0,86.1333333333333,2584
"139","sevilla","2020-06-29",787061,"Santa Cruz",37.38617,-5.99085,"Apartment","Entire home/apt",5,2,3,"$140.00",3,1100,0,79.3333333333333,2380
"140","sevilla","2020-06-29",791871,"Alfalfa",37.38898,-5.99178,"Apartment","Entire home/apt",4,1,2,"$65.00",1,1125,30,NA,0
"141","sevilla","2020-06-29",795085,"Arenal",37.38556,-5.99647,"Apartment","Entire home/apt",4,1,2,"$90.00",1,1125,29,95,95
"142","sevilla","2020-06-29",796804,"Sector Sur, La Palmera, Reina Mercedes",37.35695,-5.98734,"House","Private room",2,1,1,"$25.00",60,90,29,30,30
"143","sevilla","2020-06-29",799176,"La Paz, Las Golondrinas",37.41137,-5.98684,"Apartment","Private room",2,1,1,"$14.00",1,1125,19,14,154
"144","sevilla","2020-06-29",799368,"Feria",37.39827,-5.99117,"House","Entire home/apt",2,1,1,"$70.00",2,30,28,59,118
"145","sevilla","2020-06-29",804296,"Alfalfa",37.39003,-5.99413,"Apartment","Entire home/apt",4,1,2,"$54.00",1,1125,30,NA,0
"146","sevilla","2020-06-29",809285,"Arenal",37.38635,-5.99584,"Apartment","Entire home/apt",4,1,2,"$90.00",1,1125,28,95,190
"147","sevilla","2020-06-29",814196,"Encarnación, Regina",37.39532,-5.99268,"Apartment","Entire home/apt",2,1,1,"$45.00",5,60,20,45,450
"148","sevilla","2020-06-29",814225,"San Lorenzo",37.39768,-5.995,"Apartment","Entire home/apt",2,1,1,"$45.00",5,300,1,45,1305
"149","sevilla","2020-06-29",818206,"Feria",37.39676,-5.9879,"Apartment","Private room",1,1,1,"$36.00",3,40,30,NA,0
"150","sevilla","2020-06-29",820793,"Doctor Barraquer, G. Renfe, Policlínico",37.40747,-5.98655,"Apartment","Private room",2,1,1,"$39.00",1,90,0,39,1170
"151","sevilla","2020-06-29",824832,"Triana Este",37.38076,-6.00311,"Condominium","Private room",2,1,2,"$30.00",1,14,28,30,60
"152","sevilla","2020-06-29",833978,"Santa María de Ordas, San Nicolas",37.40228,-5.9743,"Apartment","Private room",3,1,3,"$50.00",1,30,30,NA,0
"153","sevilla","2020-06-29",838243,"La Calzada",37.38793,-5.97693,"Apartment","Entire home/apt",2,1,1,"$35.00",60,1125,0,35,1050
"154","sevilla","2020-06-29",840208,"San Bartolomé",37.3873,-5.98686,"Apartment","Entire home/apt",4,2,3,"$52.00",4,60,30,NA,0
"155","sevilla","2020-06-29",846337,"El Porvenir",37.37367,-5.98164,"House","Private room",3,1,2,"$65.00",1,1125,28,35,70
"156","sevilla","2020-06-29",848743,"Santa Cruz",37.38716,-5.99251,"Apartment","Entire home/apt",5,1,3,"$90.00",1,365,13,91.2352941176471,1551
"157","sevilla","2020-06-29",859816,"San Vicente",37.39675,-5.99671,"Apartment","Entire home/apt",4,1,2,"$115.00",1,1125,29,76,76
"158","sevilla","2020-06-29",859880,"San Vicente",37.39715,-5.99782,"Apartment","Entire home/apt",2,1,1,"$115.00",1,1125,25,60.4,302
"159","sevilla","2020-06-29",865708,"Santa Cruz",37.38441,-5.98733,"Apartment","Entire home/apt",4,2,3,"$129.00",1,1124,26,57.5,230
"160","sevilla","2020-06-29",871206,"Santa Clara",37.39639,-5.95297,"House","Entire home/apt",8,4,8,"$200.00",2,30,7,280,6440
"161","sevilla","2020-06-29",876642,"San Lorenzo",37.40069,-5.99932,"Loft","Entire home/apt",2,1,1,"$26.00",60,365,29,20,20
"162","sevilla","2020-06-29",877681,"San Bartolomé",37.39041,-5.98719,"Apartment","Private room",2,1,3,"$85.00",1,15,0,102.333333333333,3070
"163","sevilla","2020-06-29",878005,"Encarnación, Regina",37.39545,-5.9925,"Apartment","Entire home/apt",4,2,3,"$85.00",4,1125,30,NA,0
"164","sevilla","2020-06-29",878615,"Alfalfa",37.39053,-5.99336,"Apartment","Entire home/apt",4,1,3,"$300.00",3,365,30,NA,0
"165","sevilla","2020-06-29",879051,"San José Obrero",37.39398,-5.98139,"Apartment","Entire home/apt",3,2,2,"$50.00",2,365,30,NA,0
"166","sevilla","2020-06-29",879442,"Santa Cruz",37.38481,-5.99018,"Apartment","Entire home/apt",4,1,0,"$55.00",2,365,30,NA,0
"167","sevilla","2020-06-29",879478,"San Vicente",37.39501,-5.99913,"Apartment","Entire home/apt",2,1,1,"$75.00",3,1125,0,85.6666666666667,2570
"168","sevilla","2020-06-29",879529,"La Calzada",37.38821,-5.98105,"Apartment","Entire home/apt",6,2,3,"$77.00",3,365,30,NA,0
"169","sevilla","2020-06-29",879620,"San Lorenzo",37.40026,-5.99674,"Apartment","Entire home/apt",2,1,1,"$43.00",3,365,30,NA,0
"170","sevilla","2020-06-29",879624,"Santa Catalina",37.39155,-5.98612,"Apartment","Entire home/apt",2,1,2,"$60.00",3,365,30,NA,0
"171","sevilla","2020-06-29",879627,"San Vicente",37.39532,-5.99567,"Apartment","Entire home/apt",5,2,4,"$75.00",3,365,15,75,1125
"172","sevilla","2020-06-29",879695,"Alfalfa",37.39111,-5.99634,"Apartment","Entire home/apt",4,1,2,"$55.00",2,120,26,55,220
"173","sevilla","2020-06-29",880039,"San Bartolomé",37.38951,-5.98695,"Apartment","Entire home/apt",6,2,2,"$110.00",3,180,28,76,152
"174","sevilla","2020-06-29",884409,"Museo",37.39164,-6.00124,"House","Entire home/apt",12,6,12,"$270.00",2,1125,30,NA,0
"175","sevilla","2020-06-29",886055,"San Gil",37.40219,-5.9882,"Apartment","Entire home/apt",4,1,2,"$65.00",2,365,30,NA,0
"176","sevilla","2020-06-29",886289,"San Bartolomé",37.38982,-5.98531,"House","Entire home/apt",8,3,4,"$160.00",2,365,0,94.7666666666667,2843
"177","sevilla","2020-06-29",887207,"Arenal",37.38474,-5.99544,"Loft","Entire home/apt",4,0,2,"$85.00",1,1125,25,75.8,379
"178","sevilla","2020-06-29",887688,"San Gil",37.40237,-5.98801,"Apartment","Entire home/apt",4,1,1,"$65.00",2,365,30,NA,0
"179","sevilla","2020-06-29",887691,"San Gil",37.40096,-5.98806,"Apartment","Entire home/apt",4,1,1,"$55.00",2,365,30,NA,0
"180","sevilla","2020-06-29",887694,"San Gil",37.40145,-5.98941,"Apartment","Private room",2,1,2,"$60.00",2,365,30,NA,0
"181","sevilla","2020-06-29",888189,"Feria",37.40033,-5.99326,"Apartment","Entire home/apt",3,1,1,"$104.00",2,365,29,104,104
"182","sevilla","2020-06-29",888272,"Feria",37.39707,-5.98819,"Apartment","Entire home/apt",6,3,5,"$156.00",2,45,29,156,156
"183","sevilla","2020-06-29",888610,"La Florida",37.38844,-5.98361,"Apartment","Entire home/apt",8,3,4,"$185.00",2,365,29,185,185
"184","sevilla","2020-06-29",891310,"Feria",37.39717,-5.99282,"Apartment","Entire home/apt",2,1,0,"$45.00",3,180,30,NA,0
"185","sevilla","2020-06-29",893928,"San Bartolomé",37.3895,-5.9889,"Apartment","Entire home/apt",6,3,4,"$95.00",2,1125,28,120,240
"186","sevilla","2020-06-29",897891,"Alfalfa",37.39239,-5.99328,"Apartment","Entire home/apt",6,2,4,"$108.00",3,365,25,108,540
"187","sevilla","2020-06-29",898078,"Encarnación, Regina",37.39391,-5.99307,"Apartment","Entire home/apt",6,2,4,"$108.00",3,365,30,NA,0
